time,x,y,vx,vy,motion_type
0.0,0.0,0.0,5.5,0.0,straight_then_circle
0.10067114093959731,0.16404007475907892,0.0,5.5,0.0,straight_then_circle
0.20134228187919462,0.32808014951815784,0.0,5.5,0.0,straight_then_circle
0.30201342281879195,0.49212022427723684,0.0,5.5,0.0,straight_then_circle
0.40268456375838924,0.6561602990363157,0.0,5.5,0.0,straight_then_circle
0.5033557046979865,0.8202003737953946,0.0,5.5,0.0,straight_then_circle
0.6040268456375839,0.9842404485544737,0.0,5.5,0.0,straight_then_circle
0.7046979865771812,1.1482805233135525,0.0,5.5,0.0,straight_then_circle
0.8053691275167785,1.3123205980726314,0.0,5.5,0.0,straight_then_circle
0.9060402684563758,1.4763606728317102,0.0,5.5,0.0,straight_then_circle
1.006711409395973,1.6404007475907891,0.0,5.5,0.0,straight_then_circle
1.1073825503355703,1.804440822349868,0.0,5.5,0.0,straight_then_circle
1.2080536912751678,1.9684808971089474,0.0,5.5,0.0,straight_then_circle
1.308724832214765,2.132520971868026,0.0,5.5,0.0,straight_then_circle
1.4093959731543624,2.296561046627105,0.0,5.5,0.0,straight_then_circle
1.5100671140939597,2.460601121386184,0.0,5.5,0.0,straight_then_circle
1.610738255033557,2.6246411961452627,0.0,5.5,0.0,straight_then_circle
1.7114093959731542,2.7886812709043416,0.0,5.5,0.0,straight_then_circle
1.8120805369127515,2.9527213456634205,0.0,5.5,0.0,straight_then_circle
1.9127516778523488,3.1167614204224994,0.0,5.5,0.0,straight_then_circle
2.013422818791946,3.2808014951815783,0.0,5.5,0.0,straight_then_circle
2.1140939597315436,3.444841569940657,0.0,5.5,0.0,straight_then_circle
2.2147651006711406,3.608881644699736,0.0,5.5,0.0,straight_then_circle
2.315436241610738,3.772921719458815,0.0,5.5,0.0,straight_then_circle
2.4161073825503356,3.9369617942178947,0.0,5.5,0.0,straight_then_circle
2.5167785234899327,4.101001868976973,0.0,5.5,0.0,straight_then_circle
2.61744966442953,4.265041943736052,0.0,5.5,0.0,straight_then_circle
2.7181208053691273,4.429082018495131,0.0,5.5,0.0,straight_then_circle
2.8187919463087248,4.59312209325421,0.0,5.5,0.0,straight_then_circle
2.919463087248322,4.757162168013289,0.0,5.5,0.0,straight_then_circle
3.0201342281879193,4.921202242772368,0.0,5.5,0.0,straight_then_circle
3.1208053691275164,5.0852423175314465,0.0,5.5,0.0,straight_then_circle
3.221476510067114,5.249282392290525,0.0,5.5,0.0,straight_then_circle
3.3221476510067114,5.413322467049604,0.0,5.5,0.0,straight_then_circle
3.4228187919463084,5.577362541808683,0.0,5.5,0.0,straight_then_circle
3.523489932885906,5.741402616567762,0.0,5.5,0.0,straight_then_circle
3.624161073825503,5.905442691326841,0.0,5.5,0.0,straight_then_circle
3.7248322147651005,6.06948276608592,0.0,5.5,0.0,straight_then_circle
3.8255033557046976,6.233522840844999,0.0,5.5,0.0,straight_then_circle
3.926174496644295,6.397562915604078,0.0,5.5,0.0,straight_then_circle
4.026845637583892,6.5616029903631565,0.0,5.5,0.0,straight_then_circle
4.12751677852349,6.725643065122235,0.0,5.5,0.0,straight_then_circle
4.228187919463087,6.889683139881314,0.0,5.5,0.0,straight_then_circle
4.328859060402684,7.053723214640393,0.0,5.5,0.0,straight_then_circle
4.429530201342281,7.217763289399472,0.0,5.5,0.0,straight_then_circle
4.530201342281879,7.381803364158551,0.0,5.5,0.0,straight_then_circle
4.630872483221476,7.54584343891763,0.0,5.5,0.0,straight_then_circle
4.731543624161073,7.709883513676709,0.0,5.5,0.0,straight_then_circle
4.832214765100671,7.873923588435789,0.0,5.5,0.0,straight_then_circle
4.932885906040268,8.037963663194867,0.0,5.5,0.0,straight_then_circle
5.033557046979865,8.202003737953946,0.0,5.5,0.0,straight_then_circle
5.1342281879194624,8.366043812713025,0.0,5.5,0.0,straight_then_circle
5.23489932885906,8.530083887472104,0.0,5.5,0.0,straight_then_circle
5.3355704697986575,8.694123962231183,0.0,5.5,0.0,straight_then_circle
5.4362416107382545,8.858164036990262,0.0,5.5,0.0,straight_then_circle
5.536912751677852,9.02220411174934,0.0,5.5,0.0,straight_then_circle
5.6375838926174495,9.18624418650842,0.0,5.5,0.0,straight_then_circle
5.738255033557047,9.350284261267499,0.0,5.5,0.0,straight_then_circle
5.838926174496644,9.514324336026577,0.0,5.5,0.0,straight_then_circle
5.939597315436242,9.678364410785656,0.0,5.5,0.0,straight_then_circle
6.040268456375839,9.842404485544735,0.0,5.5,0.0,straight_then_circle
6.140939597315436,10.006444560303814,0.0,5.5,0.0,straight_then_circle
6.241610738255033,10.170484635062893,0.0,5.5,0.0,straight_then_circle
6.342281879194631,10.334524709821972,0.0,5.5,0.0,straight_then_circle
6.442953020134228,10.49856478458105,0.0,5.5,0.0,straight_then_circle
6.543624161073825,10.66260485934013,0.0,5.5,0.0,straight_then_circle
6.644295302013423,10.826644934099209,0.0,5.5,0.0,straight_then_circle
6.74496644295302,10.990685008858287,0.0,5.5,0.0,straight_then_circle
6.845637583892617,11.154725083617366,0.0,5.5,0.0,straight_then_circle
6.946308724832214,11.318765158376445,0.0,5.5,0.0,straight_then_circle
7.046979865771812,11.482805233135524,0.0,5.5,0.0,straight_then_circle
7.147651006711409,11.646845307894603,0.0,5.5,0.0,straight_then_circle
7.248322147651006,11.810885382653682,0.0,5.5,0.0,straight_then_circle
7.348993288590604,11.97492545741276,0.0,5.5,0.0,straight_then_circle
7.449664429530201,12.108926612597937,2.2134695116138303e-05,1.2599845057134187,0.006248628818555038,straight_then_circle
7.550335570469798,12.146501564917436,0.0006007656831046315,1.2595794640218267,0.03255109544220455,straight_then_circle
7.651006711409395,12.184056248699504,0.001963696958660499,1.2586254121289377,0.05883937408965119,straight_then_circle
7.751677852348993,12.22157429506461,0.004110334463850451,1.2571227658753048,0.08510200654522546,straight_then_circle
7.85234899328859,12.259039351102299,0.007039742548385242,1.2550721802161302,0.11132754577160765,straight_then_circle
7.953020134228187,12.296435086998896,0.010750644377442553,1.2524745489357902,0.13750456089922558,straight_then_circle
8.053691275167784,12.333745203155145,0.015241422488195377,1.2493310042582633,0.1636216422086008,straight_then_circle
8.154362416107382,12.370953437290687,0.020510119494813628,1.2456429163536304,0.18966740610348062,straight_then_circle
8.25503355704698,12.408043571532259,0.026554438941626124,1.2414118927408617,0.21563050007258092,straight_then_circle
8.355704697986576,12.444999439482544,0.033371746304069916,1.2366397775871512,0.24149960763778017,straight_then_circle
8.456375838926174,12.481804933266588,0.04095907013699707,1.231328650904102,0.26726345328661005,straight_then_circle
8.55704697986577,12.518444010552699,0.04931310336983041,1.2254808276411187,0.2929108073868881,straight_then_circle
8.657718120805368,12.55490070154479,0.058430204748010084,1.219098856676393,0.31843049108135274,straight_then_circle
8.758389261744966,12.5911591159431,0.06830640042009928,1.2121855197059306,0.34381138116016935,straight_then_circle
8.859060402684563,12.627203449870256,0.0789373856698583,1.204743830031099,0.3690424149091784,straight_then_circle
8.95973154362416,12.663017992759684,0.09031852679253216,1.1967770312452275,0.39411259493177814,straight_then_circle
9.060402684563758,12.698587134203338,0.10244486311453316,1.1882885958198268,0.4190109939423359,straight_then_circle
9.161073825503355,12.733895370755773,0.11531110915563891,1.1792822235910527,0.44372675952903967,straight_then_circle
9.261744966442953,12.768927312691599,0.1289116569327644,1.1697618401470649,0.4682491188841177,straight_then_circle
9.36241610738255,12.803667690713368,0.14324057840430027,1.15973159511699,0.4925673834993565,straight_then_circle
9.463087248322147,12.838101362606974,0.1582916280539559,1.149195860362231,0.5166709538248807,straight_then_circle
9.563758389261745,12.87221331984165,0.17405824561298044,1.1381592280709139,0.5405493238891542,straight_then_circle
9.664429530201343,12.905988694111711,0.19053355891957113,1.1266265087563003,0.5641920858781964,straight_then_circle
9.765100671140939,12.939412763817161,0.20771038691422827,1.1146027291600402,0.5875889346720122,straight_then_circle
9.865771812080537,12.972470960480381,0.22558124276975033,1.1020931300611747,0.6107296723362658,straight_then_circle
9.966442953020133,13.005148875096042,0.24413833715449784,1.0891031639918516,0.633604212567229,straight_then_circle
10.06711409395973,13.037432264411542,0.26337358162751556,1.0756384928607392,0.6562025850880792,straight_then_circle
10.167785234899329,13.069307057135175,0.2832785921640222,1.0617049854851845,0.6785149399946211,straight_then_circle
10.268456375838925,13.10075936006935,0.30384469280973825,1.0473087150331832,0.7005315520485447,straight_then_circle
10.369127516778523,13.131775464166205,0.32506291946245525,1.0324559563762814,0.7222428249163422,straight_then_circle
10.46979865771812,13.162341850502921,0.34692402377919906,1.0171531833545606,0.7436392953520432,straight_then_circle
10.570469798657717,13.1924451961742,0.3694184772072868,1.0014070659548993,0.7647116373219385,straight_then_circle
10.671140939597315,13.222072380099284,0.39253647513751555,0.9852244674037391,0.7854506660694984,straight_then_circle
10.771812080536913,13.25121048874102,0.4162679411776773,0.968612441175626,0.8058473421187132,straight_then_circle
10.872483221476509,13.279846821734445,0.44060253154453255,0.9515782279188272,0.82589277521411,straight_then_circle
10.973154362416107,13.307968897422473,0.4655296395723356,0.934129252299365,0.8455782281957295,straight_then_circle
11.073825503355703,13.335564458296247,0.49103840033593693,0.9162731197648442,0.8648951208073725,straight_then_circle
11.174496644295301,13.3626214763378,0.517117695386456,0.8980176132294807,0.8838350334364591,straight_then_circle
11.275167785234899,13.389128158262666,0.5437561575974559,0.879370689681781,0.9023897107838659,straight_then_circle
11.375838926174495,13.41507295066021,0.570942176119507,0.8603404767163451,0.920551065462146,straight_then_circle
11.476510067114093,13.440444545029376,0.5986639014409849,0.8409352689913105,0.9383111815205617,straight_then_circle
11.577181208053691,13.465231882707704,0.6269092505528902,0.8211635246129769,0.9556623178953918,straight_then_circle
11.677852348993287,13.48942415969145,0.6556659122154445,0.8010338614491889,0.9725969117840143,straight_then_circle
11.778523489932885,13.513010831344697,0.6849213523241637,0.7805550533730854,0.9891075819412869,straight_then_circle
11.879194630872483,13.535981616995425,0.7146628193730713,0.7597360264388502,1.005187131896796,straight_then_circle
11.97986577181208,13.558326504416524,0.7448773500126704,0.7385858549911307,1.0208285530915662,straight_then_circle
12.080536912751677,13.58003575418981,0.7755517747002507,0.7171137577098244,1.0360250279328658,straight_then_circle
12.181208053691275,13.601099903951111,0.806672723440069,0.6953290935919517,1.0507699327657767,straight_then_circle
12.281879194630871,13.621509772514619,0.8382266316108999,0.67324135787237,1.0650568407602325,straight_then_circle
12.38255033557047,13.641256463874669,0.8701997458784193,0.6508601778851065,1.0788795247122671,straight_then_circle
12.483221476510066,13.66033137108322,0.9025781301898407,0.6281953088671116,1.092231959758253,straight_then_circle
12.583892617449663,13.678726180001352,0.9353476718481907,0.6052566297062666,1.105108326000945,straight_then_circle
12.684563758389261,13.696432872923126,0.9684940876635828,0.582054138635492,1.1175030110461874,straight_then_circle
12.785234899328858,13.713443732070251,1.0020029301787994,0.5585979488748404,1.1294106124491754,straight_then_circle
12.885906040268456,13.72975134295601,1.0358595939664732,0.5348982842234687,1.1408259400692067,straight_then_circle
12.986577181208053,13.745348597617,1.0700493219951253,0.5109654746034124,1.151744018331899,straight_then_circle
13.08724832214765,13.76022869771126,1.1045572120612788,0.48680995155710494,1.1621600883978804,straight_then_circle
13.187919463087248,13.774385157481454,1.1393682232848525,0.46244224370060333,1.1720696102370165,straight_then_circle
13.288590604026846,13.787811806581805,1.174467182664996,0.4378729721345029,1.1814682646072627,straight_then_circle
13.389261744966442,13.800502792767547,1.2098387916935118,0.4131128458145418,1.1903519549372827,straight_then_circle
13.48993288590604,13.812452584445735,1.2454676330229866,0.38817265688390945,1.1987168091120133,straight_then_circle
13.590604026845636,13.823655973086279,1.2813381771867132,0.3630632759693009,1.2065591811603935,straight_then_circle
13.691275167785234,13.834108075492184,1.3174347893674891,0.3377956474427576,1.2138756528445276,straight_then_circle
13.791946308724832,13.84380433592798,1.353741736212331,0.3123807846513683,1.2206630351495844,straight_then_circle
13.892617449664428,13.852740528105409,1.390243192690134,0.28682976511690633,1.2269183696737858,straight_then_circle
13.993288590604026,13.860912757025545,1.426923248989298,0.2611537257074914,1.2326389299178802,straight_then_circle
14.093959731543624,13.86831746067648,1.4637659174523008,0.2353638577833895,1.2378222224735345,straight_then_circle
14.19463087248322,13.874951411585904,1.5007551395442054,0.20947140231905637,1.2424659881101325,straight_then_circle
14.295302013422818,13.880811718227857,1.5378747928520586,0.18348764500355902,1.246568202759499,straight_then_circle
14.395973154362416,13.88589582628304,1.575108698112132,0.1574239113215076,1.2501270783981275,straight_then_circle
14.496644295302012,13.890201519752175,1.612440626261945,0.13129156161663852,1.2531410638265208,straight_then_circle
14.59731543624161,13.893726921921873,1.6498543055139885,0.1051019861402081,1.2556088453453103,straight_then_circle
14.697986577181208,13.896470496182651,1.6873334284480768,0.07886660008634627,1.2575293473278548,straight_then_circle
14.798657718120804,13.898431046698674,1.724861659119227,0.05259683861654115,1.2589017326890712,straight_then_circle
14.899328859060402,13.899607718928992,1.7624226401779708,0.026304151875420536,1.2597254032502936,straight_then_circle
15.0,13.900000000000002,1.8,-0.0,1.26,straight_then_circle
